id,title,url,headline,instructor,rating,num_reviews,num_subscribers,num_lectures,content_length,level,is_paid,last_update,published_time,image,topic
1691638,Unity C# Scripting : Complete C# For Unity Game Development,https://www.udemy.com/course/unity-c-sharp-scripting/,"Learn C# Scripting for Unity 6 Game Development from Basics, Create your own 3D & 2D Games With Unity & C# ( Unity 6 )",Raja Biswas,4.4774876,2956,18509,149,31 hours,Beginner,True,2025-11-19,2018-07-06T18:18:55Z,https://img-c.udemycdn.com/course/240x135/1691638_5a91_5.jpg,unity
5283178,Lighting in Unity,https://www.udemy.com/course/lighting-in-unity-l/,"Professional lighting for Built in renderer, URP and HDRP",Pete Jepson,4.52052,509,3267,85,13 hours,Beginner,True,2025-06-24,2023-04-22T03:31:22Z,https://img-c.udemycdn.com/course/240x135/5283178_1310.jpg,unity
6874619,Learn To Create A Store Simulator in Unity 6 & C#,https://www.udemy.com/course/unity-store-sim/,Game development made easy. Learn C# using Unity 6 and create your own Store Management game!,James Doyle,4.6301847,83,1003,84,13 hours,Beginner,True,2025-10-29,2025-10-23T09:11:33Z,https://img-c.udemycdn.com/course/240x135/6874619_c771_2.jpg,unity
793796,Microsoft Excel - Excel from Beginner to Advanced,https://www.udemy.com/course/microsoft-excel-2013-from-beginner-to-advanced-and-beyond/,All-in-One Excel Training: Transform Your Skills with Hands-On Projects and Real-World Applications! - Excel 2007-2025,"Kyle Pew • 2,000,000+ Students",4.6684184,526259,1744445,324,22 hours,All Levels,True,2026-03-05,2016-03-16T21:31:03Z,https://img-c.udemycdn.com/course/240x135/793796_0e89_4.jpg,excel
6955815,MICROSOFT EXCEL: Excel From Basic to Advanced Excel (3 IN 1),https://www.udemy.com/course/microsoft-excel-excel-from-basic-to-advanced-excel/,"Ms Excel 3 in 1: learn basic excel, intermediate, advanced microsoft excel, Excel Vba, Data Analysis Excel.","MICROSOFT EXCEL: Excel From Basic to Advanced Excel (Ms Excel, Advanced Microsoft Excel, Excel Vba, Data Analysis)",4.5914245,54,126,35,3 hours,All Levels,True,2026-01-14,2025-12-08T20:48:23Z,https://img-c.udemycdn.com/course/240x135/6955815_7fa5_3.jpg,excel
6807031,EXCEL: Master Microsoft Excel from Basics to Advanced Excel,https://www.udemy.com/course/excel-master-microsoft-excel-from-basics-to-advanced-excel-h/,Ms Excel Complete 4 in 1: Excel Basics I Intermediate Excel I Advanced Microsoft Excel I Expert Excel I Excel Vba,EXCEL: Microsoft Excel Basic to Advanced Excel (data analytics I financial modeling I ms excel I data analyst),4.342492,180,510,71,13 hours,All Levels,True,2025-11-13,2025-09-08T20:08:04Z,https://img-c.udemycdn.com/course/240x135/6807031_7bbf_3.jpg,excel
2605732,Zero to Hero in Microsoft Excel: Complete Excel with Copilot,https://www.udemy.com/course/excel-quick-start-guide-from-beginner-to-expert/,"A Beginner's Guide to Microsoft Excel - Learn Excel Charts, Formulas, Pivot tables, Power Query, DAX, Macros and Copilot",Start-Tech Academy,4.5748,43900,473135,94,10.5 hours,All Levels,True,2026-02-10,2019-10-14T19:10:16Z,https://img-c.udemycdn.com/course/240x135/2605732_e3d5_3.jpg,excel
49250,Learn Microsoft Excel + AI: Go From Beginner to Expert Fast,https://www.udemy.com/course/thebestexcel/,"Excel Made Easy – Microsoft Certified Educator – Microsoft Office Specialist MOS Expert – Fast, Practical, and Fun",Todd McLeod,4.60818,64434,217986,172,17 hours,All Levels,True,2025-11-21,2013-05-12T17:25:45Z,https://img-c.udemycdn.com/course/240x135/49250_a658_10.jpg,excel
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,https://www.udemy.com/course/beginner-to-pro-in-excel-financial-modeling-and-valuation/,Financial Modeling in Excel that would allow you to walk into a job and be a rockstar from day one!,365 Careers,4.553929,60250,253011,374,20.5 hours,All Levels,True,2026-01-03,2014-11-25T23:00:40Z,https://img-c.udemycdn.com/course/240x135/321410_d9c5_4.jpg,excel
6744547,Microsoft Excel Masterclass : Basic to Advance Training 2026,https://www.udemy.com/course/advance-excel-basic-to-advance-training/,"Master Microsoft Excel Basic to Advanced Automation- Formulas, Functions, Data Cleaning, Power Query, Macros and More",Accountech Traininig & Solutions,4.7429047,120,1685,133,12.5 hours,All Levels,True,2026-01-01,2025-08-09T05:23:54Z,https://img-c.udemycdn.com/course/240x135/6744547_c373.jpg,excel
636822,Microsoft Excel: Data Visualization w/ Excel Charts & Graphs,https://www.udemy.com/course/advanced-excel-charts-graphs/,"Master 20+ Excel charts & graphs, build custom dashboards, and create advanced spreadsheet visuals w/ a top instructor!","Maven Analytics • 1,500,000 Learners",4.6413803,58332,206229,59,4.5 hours,All Levels,True,2025-11-18,2016-07-10T18:12:47Z,https://img-c.udemycdn.com/course/240x135/636822_bb3b_4.jpg,excel
509114,EXCEL at Work - Complete MS Excel Mastery Beginner to Pro,https://www.udemy.com/course/how-to-use-microsoft-excel-beginning-to-advanced-tutorials/,"Boost your Excel skills - Boost your career. Master Microsoft Excel worksheets, functions, & more. Excel 2016-2019 & 365",Steve McDonald,4.586567,13954,80101,67,7 hours,Beginner,True,2021-10-28,2016-01-22T17:15:06Z,https://img-c.udemycdn.com/course/240x135/509114_97f4_7.jpg,excel
1242944,Data Analysis Essentials Using Excel,https://www.udemy.com/course/business-data-analysis-excel/,Learn to apply the important concepts and techniques of data analysis using Excel.,Symon He,4.620535,15318,77591,130,12 hours,Beginner,True,2023-07-29,2017-10-26T17:40:17Z,https://img-c.udemycdn.com/course/240x135/1242944_5bcc_11.jpg,excel
977438,Microsoft Excel: Data Analysis with Excel Pivot Tables,https://www.udemy.com/course/data-analysis-with-excel-pivot-tables/,"Master Excel Pivot Tables for data analysis, EDA & business intelligence. Learn from a top MS Excel instructor!","Maven Analytics • 1,500,000 Learners",4.6760983,76561,284280,90,7 hours,All Levels,True,2025-11-18,2017-01-05T16:30:08Z,https://img-c.udemycdn.com/course/240x135/977438_476d_10.jpg,excel
4194488,Microsoft Excel: Beginner to Advanced in animation 2026 + AI,https://www.udemy.com/course/learn-advanced-excel-in-animation/,"Most updated 2024 with A-Z in Excel to make you advanced excel pro with Pivot Tables, Excel Dashboards, Advanced Excel",Kadhiravan Jayachandiran,4.5292516,9294,54384,229,14.5 hours,All Levels,True,2026-03-04,2021-09-19T07:15:59Z,https://img-c.udemycdn.com/course/240x135/4194488_084b_28.jpg,excel
2243250,Django Masterclass: Build 9 Real World Django Projects,https://www.udemy.com/course/django-course/,"Learn Django 6.0 from scratch, build an E-commerce store, web based PDF generators, APIs using Python & Django",Ashutosh Pawar,4.5987034,3057,19804,384,44 hours,All Levels,True,2026-02-15,2019-10-03T14:20:08Z,https://img-c.udemycdn.com/course/240x135/2243250_f8ef_18.jpg,django
4015616,Python Django - The Practical Guide,https://www.udemy.com/course/python-django-the-practical-guide/,Learn how to build web applications and websites with Python and the Django framework,Academind by Maximilian Schwarzmüller,4.6862326,10288,62537,257,23 hours,Beginner,True,2025-11-13,2021-05-12T15:44:34Z,https://img-c.udemycdn.com/course/240x135/4015616_32a9_2.jpg,django
822444,Python and Django Full Stack Web Developer Bootcamp,https://www.udemy.com/course/python-and-django-full-stack-web-developer-bootcamp/,"Learn to build websites with HTML , CSS , Bootstrap , Javascript , jQuery , Python 3 , and Django!",Jose Portilla,4.463362,52015,221730,198,32 hours,All Levels,True,2019-09-04,2017-02-24T18:40:55Z,https://img-c.udemycdn.com/course/240x135/822444_a6db.jpg,django
6194207,"Full Stack Web Development with Django 5, TailwindCSS, HTMX",https://www.udemy.com/course/full-stack-django/,Build a complete full stack web app | Master Django 5 | Pro styling with TailwindCSS | Docker and Docker Compose,Jose Salvatierra,4.552935,357,2949,243,19 hours,Beginner,True,2025-02-12,2024-10-16T18:06:38Z,https://img-c.udemycdn.com/course/240x135/6194207_3214.jpg,django
6072899,Django - The Complete Course 2026 (Beginner + Advanced + AI),https://www.udemy.com/course/django-complete-course/,"Master Python Django 6.0: Learn Django (Core + Advanced Concepts), Behind-the-Scenes, Projects, Boost Career With AI",Taranjot Singh,4.6970057,355,2587,225,22.5 hours,All Levels,True,2026-02-19,2024-07-16T06:31:38Z,https://img-c.udemycdn.com/course/240x135/6072899_3371_18.jpg,django
5924080,"Full Stack Machine Learning | Django REST Framework, React",https://www.udemy.com/course/full-stack-machine-learning-django-rest-framework-react/,"Learn to Build full-fledged Stock Prediction Portal using Python, Django REST Framework, React.js and Machine Learning",Rathan Kumar,4.7226415,212,1084,187,18.5 hours,All Levels,True,2025-09-02,2025-02-26T09:07:44Z,https://img-c.udemycdn.com/course/240x135/5924080_2151_6.jpg,django
4152006,Django Python: Build a Full Stack Website with Features,https://www.udemy.com/course/python-django-2021-complete-course/,"Master Django: Full Stack Website with Email Functionality, Messaging, Commenting, API Development and More!",Dennis Ivy,4.692475,3274,16580,46,18.5 hours,All Levels,True,2024-12-15,2021-07-01T06:52:17Z,https://img-c.udemycdn.com/course/240x135/4152006_54df_18.jpg,django
4552020,Python Django - Build Complex MultiVendor Ecommerce System,https://www.udemy.com/course/python-django-real-world-project-multi-vendor-restaurant/,"Python Django Multi-Vendor Restaurant Ecommerce with location based search, nearby restaurants. Beginner to Expert",Rathan Kumar,4.697948,871,6507,245,37.5 hours,All Levels,True,2025-09-02,2022-07-23T03:33:23Z,https://img-c.udemycdn.com/course/240x135/4552020_43cc.jpg,django
4898526,Python Django: Build an E-commerce Store - 2026,https://www.udemy.com/course/python-django-build-an-e-commerce-store-2022/,Build an E-commerce Store with Django | Hands-on demonstrations | Deploy a Django Web Application,Arno Pretorius,4.7302256,539,4490,181,19.5 hours,Intermediate,True,2025-12-11,2022-11-02T06:43:44Z,https://img-c.udemycdn.com/course/240x135/4898526_657d_6.jpg,django
1427116,Django for Python Developers,https://www.udemy.com/course/django-for-python-developers/,Master Django and Create Python Web Applications in Simple Steps,Bharath Thippireddy,4.569986,1564,10393,201,10.5 hours,All Levels,True,2026-02-23,2019-07-30T21:49:04Z,https://img-c.udemycdn.com/course/240x135/1427116_531e_4.jpg,django
2378730,Django Rest Framework,https://www.udemy.com/course/djangorestframework/,Create REST APIs using Python and Django in simple steps,Bharath Thippireddy,4.2954297,1133,6940,120,6.5 hours,Beginner,True,2026-02-23,2019-12-05T17:22:23Z,https://img-c.udemycdn.com/course/240x135/2378730_ae79_5.jpg,django
919038,Python Masterclass 2026: Build 24 Real World Python Projects,https://www.udemy.com/course/python-masterclass-course/,"Python course for beginners, Learn Python,Data Analysis, PyQt6, Django, Flask, OpenCV, Python Projects and a lot more.",Ashutosh Pawar,4.553622,8571,36514,776,80.5 hours,All Levels,True,2026-02-14,2016-11-04T18:16:14Z,https://img-c.udemycdn.com/course/240x135/919038_3ae1_17.jpg,django
6836245,Go (Golang) Masterclass: Learn Like a Google Engineer,https://www.udemy.com/course/learn-golang-like-google-engineers-do/,"Learn Go by building what Google engineers build. Master concurrency, microservices, and A.I-ready systems.",Joseph Abah,4.66416,111,2390,272,40 hours,All Levels,True,2026-01-29,2025-12-03T20:15:40Z,https://img-c.udemycdn.com/course/240x135/6836245_f945_9.jpg,go-programming-language
5652172,Go - The Complete Guide,https://www.udemy.com/course/go-the-complete-guide/,"Learn Go (""Golang"") from the ground up & in great depth by building multiple demo projects, incl. a REST API",Maximilian Schwarzmüller,4.6593847,8743,47885,199,15.5 hours,All Levels,True,2025-11-13,2023-12-05T15:41:25Z,https://img-c.udemycdn.com/course/240x135/5652172_fc8b.jpg,go-programming-language
1309202,Go: The Complete Developer's Guide (Golang),https://www.udemy.com/course/go-the-complete-developers-guide/,Master the fundamentals and advanced features of the Go Programming Language (Golang),Stephen Grider,4.5861993,42843,198494,91,9 hours,All Levels,True,2026-02-03,2017-08-22T16:15:58Z,https://img-c.udemycdn.com/course/240x135/1309202_1231_4.jpg,go-programming-language
4528946,Golang for Beginners,https://www.udemy.com/course/golang-for-beginners/,Learn the Go programming language with Hands-On labs,Mumshad Mannambeth,4.4360504,2109,11493,82,4 hours,Beginner,True,2024-03-14,2022-02-10T07:42:55Z,https://img-c.udemycdn.com/course/240x135/4528946_9558_3.jpg,go-programming-language
1002030,Web Development w/ Google’s Go (golang) Programming Language,https://www.udemy.com/course/go-programming-language/,Learn Web Programming from a University Professor in Computer Science with over 20 years of teaching experience.,Todd McLeod,4.654507,7773,60352,173,19 hours,Intermediate,True,2025-03-31,2017-01-17T22:30:33Z,https://img-c.udemycdn.com/course/240x135/1002030_f3e0_5.jpg,go-programming-language
1556312,Go Bootcamp: Master Golang with 1000+ Exercises and Projects,https://www.udemy.com/course/learn-go-the-complete-bootcamp-course-golang/,Master and Deeply Understand Google's Go from Scratch with Illustrated In-Depth Tutorials & 1000+ Hands-On Exercises.,Jose Portilla,4.47362,3973,32245,196,16 hours,All Levels,True,2021-05-11,2018-11-01T17:37:19Z,https://img-c.udemycdn.com/course/240x135/1556312_18c2_8.jpg,go-programming-language
6051781,"Go Bootcamp: With gRPC and Protocol Buffers (HTTP/S, HTTP2)",https://www.udemy.com/course/gobootcampwithgrpcandprotocolbuffers/,2025: Conquer all concepts of Go language: Basics to Advanced with extensive coverage on Protocol Buffers and gRPC.,Ashish Sharma,4.5252995,1264,5900,328,96.5 hours,All Levels,True,2025-11-07,2025-03-11T08:18:14Z,https://img-c.udemycdn.com/course/240x135/6051781_2c29_3.jpg,go-programming-language
642102,Learn How To Code: Google's Go (golang) Programming Language,https://www.udemy.com/course/learn-how-to-code/,The Ultimate Comprehensive Course - Perfect for Both Beginners and Experienced Developers,Todd McLeod,4.4179196,23666,158682,301,29 hours,All Levels,True,2025-03-31,2015-11-19T21:04:33Z,https://img-c.udemycdn.com/course/240x135/642102_4e20_2.jpg,go-programming-language
3413858,Concurrency in Go (Golang),https://www.udemy.com/course/concurrency-in-go-golang/,Learn the Why's and How's of concurrency in Go.,Deepak kumar Gunjetti,4.6119723,1398,15855,77,5 hours,Intermediate,True,2022-05-02,2020-09-11T03:38:46Z,https://img-c.udemycdn.com/course/240x135/3413858_d611_6.jpg,go-programming-language
4001218,Learn Go for Beginners Crash Course (Golang),https://www.udemy.com/course/go-programming-language-crash-course/,Master the Go Programming Language Step by Step - No previous programming experience required.,Tim Buchalka's Learn Programming Academy,4.774927,2713,15417,102,11.5 hours,Beginner,True,2025-04-02,2021-06-14T18:51:27Z,https://img-c.udemycdn.com/course/240x135/4001218_4284_2.jpg,go-programming-language
4689134,Golang For DevOps And Cloud Engineers,https://www.udemy.com/course/golang-for-devops-and-cloud-engineers/,"Learn by example how to use Go (Golang) with REST APIs, Amazon Web Services (AWS), Azure, GitHub, Kubernetes, and more",Edward Viaene,4.39487,550,7952,112,19.5 hours,Intermediate,True,2022-11-20,2022-06-03T21:04:51Z,https://img-c.udemycdn.com/course/240x135/4689134_cb97.jpg,go-programming-language
4665696,Working with Concurrency in Go (Golang),https://www.udemy.com/course/working-with-concurrency-in-go-golang/,Learn the advantages and pitfalls of concurrent programming with the Go programming language,Trevor Sawler,4.3456116,1788,15309,86,9.5 hours,Intermediate,True,2024-06-26,2022-05-26T08:38:25Z,https://img-c.udemycdn.com/course/240x135/4665696_b31d.jpg,go-programming-language
6400299,30 Days of Angular: Build 30 Projects with Angular,https://www.udemy.com/course/30-days-of-angular/,Master Angular by building interactive web applications,Andrew Tyranowski,4.198832,263,27744,226,27.5 hours,All Levels,True,2025-09-03,2025-02-13T02:24:22Z,https://img-c.udemycdn.com/course/240x135/6400299_0620_6.jpg,go-programming-language
2301254,Certified Kubernetes Administrator (CKA) with Practice Tests,https://www.udemy.com/course/certified-kubernetes-administrator-with-practice-tests/,Prepare for the Certified Kubernetes Administrators Certification with live practice tests right in your browser - CKA,Mumshad Mannambeth,4.7219462,89708,418733,323,26 hours,All Levels,True,2026-02-18,2019-04-10T19:24:18Z,https://img-c.udemycdn.com/course/240x135/2301254_26c8_8.jpg,kubernetes
6515151,Docker and Kubernetes for beginners | DevOps journey,https://www.udemy.com/course/docker-and-kubernetes-for-beginners-devops-journey/,"Docker & Kubernetes Masterclass: Build, Deploy, & Scale on AWS, Azure, & GCP.",Hitesh Choudhary,4.6998906,1252,8926,120,19 hours,Beginner,True,2025-07-04,2025-05-21T23:48:49Z,https://img-c.udemycdn.com/course/240x135/6515151_7741.jpg,kubernetes
1602900,Kubernetes for the Absolute Beginners - Hands-on,https://www.udemy.com/course/learn-kubernetes/,"Learn Kubernetes in simple, easy and fun way with hands-on coding exercises. For beginners in DevOps.",Mumshad Mannambeth,4.6452117,110518,467207,64,6.5 hours,Beginner,True,2025-12-01,2018-03-23T17:07:24Z,https://img-c.udemycdn.com/course/240x135/1602900_f550_14.jpg,kubernetes
5926128,Tekton - The quick start,https://www.udemy.com/course/tekton-the-quick-start/,This course promises an introduction with practical exercises to learn Tekton CI/CD Pipelines at an expert level.,Christoph Linse,4.45136,228,1503,39,2 hours,Beginner,True,2024-04-23,2024-04-29T01:41:23Z,https://img-c.udemycdn.com/course/240x135/5926128_fdeb_3.jpg,kubernetes
3028312,"AWS EKS Kubernetes-Masterclass | DevOps, Microservices",https://www.udemy.com/course/aws-eks-kubernetes-masterclass-devops-microservices/,"Docker, EBS, RDS, CLB, NLB, ALB, Fargate, ECR, CloudWatch, Route53, Certificate Manager, X-Ray, Ingress, Autoscaling,SNS","Kalyan Reddy Daida | DevOps & SRE Architect on AWS, Azure & Google Cloud Platforms",4.535842,5505,70156,203,24.5 hours,All Levels,True,2025-08-29,2020-07-24T17:54:17Z,https://img-c.udemycdn.com/course/240x135/3028312_0c5c_3.jpg,kubernetes
1007250,Learn DevOps: The Complete Kubernetes Course,https://www.udemy.com/course/learn-devops-the-complete-kubernetes-course/,"Kubernetes will run and manage your containerized applications. Learn how to build, deploy, use, and maintain Kubernetes",Edward Viaene,4.395732,16417,110578,147,15 hours,All Levels,True,2025-07-02,2016-11-30T17:08:45Z,https://img-c.udemycdn.com/course/240x135/1007250_9e3c_5.jpg,kubernetes
5981620,Kubernetes Masterclass for Beginners,https://www.udemy.com/course/kubernetes-masterclass-for-beginners/,From zero to a full Kubernetes environment including apps and monitoring,Mischa van den Burg,4.6341,1204,7647,24,9 hours,Beginner,True,2025-10-06,2024-05-30T00:06:49Z,https://img-c.udemycdn.com/course/240x135/5981620_2576_5.jpg,kubernetes
2394022,Certified Kubernetes Administrator 2026,https://www.udemy.com/course/certified-kubernetes-administrator/,Master Course to prepare for Certified Kubernetes Administrator certification.,Zeal Vora,4.677435,3322,28408,172,25.5 hours,Intermediate,True,2026-01-20,2019-09-19T21:54:05Z,https://img-c.udemycdn.com/course/240x135/2394022_1773.jpg,kubernetes
5967966,Docker and Kubernetes: The Complete Course from Zero to Hero,https://www.udemy.com/course/complete-docker-kubernetes/,"30+ hours of content and 130+ hands-on labs for you to master working with Docker, Kubernetes, and Kustomize!",Lauro Fialho Müller,4.710378,1554,12275,301,33 hours,Beginner,True,2025-12-06,2024-10-21T20:13:40Z,https://img-c.udemycdn.com/course/240x135/5967966_849d.jpg,kubernetes
4390458,Terraform on AWS EKS Kubernetes IaC SRE- 50 Real-World Demos,https://www.udemy.com/course/terraform-on-aws-eks-kubernetes-iac-sre-50-real-world-demos/,"AWS EKS IAM, Ingress, EBS CSI, EFS CSI, VPC, Fargate, Application & Network Load Balancer, Autoscaling (CA, HPA, VPA)","Kalyan Reddy Daida | DevOps & SRE Architect on AWS, Azure & Google Cloud Platforms",4.612256,2242,26984,310,45.5 hours,All Levels,True,2025-05-17,2022-05-26T19:32:25Z,https://img-c.udemycdn.com/course/240x135/4390458_79f3_2.jpg,kubernetes
5948980,Kubernetes Training: Learn K8s from Zero to Cloud,https://www.udemy.com/course/kubernetes-training-learn-kubernetes-from-zero-to-cloud/,Develop and Deploy Cloud Native Applications at Scale with Kubernetes,Jose Portilla,4.668493,604,5467,59,7 hours,All Levels,True,2025-12-25,2024-08-05T23:00:16Z,https://img-c.udemycdn.com/course/240x135/5948980_4e16_11.jpg,kubernetes
1988542,Kubernetes Certified Application Developer (CKAD) with Tests,https://www.udemy.com/course/certified-kubernetes-application-developer/,Learn concepts and practice for the Kubernetes Certification with hands-on labs right in your browser - DevOps - CKAD,Mumshad Mannambeth,4.7094593,39863,255640,214,16.5 hours,All Levels,True,2025-12-01,2018-10-27T00:58:50Z,https://img-c.udemycdn.com/course/240x135/1988542_3bcb_15.jpg,kubernetes
1581488,Complete C# Masterclass,https://www.udemy.com/course/complete-csharp-masterclass/,"Master C# Programming from A to Z. Dive deep into .NET, OOP, Clean Code, LINQ, WPF, Generics, Unit Testing, and more.",Denis Panjuta,4.5776486,36830,173118,484,46 hours,All Levels,True,2025-10-06,2018-04-25T18:03:03Z,https://img-c.udemycdn.com/course/240x135/1581488_e3e1_4.jpg,c-sharp
1148688,Design Patterns in C# and .NET,https://www.udemy.com/course/design-patterns-csharp-dotnet/,Discover the modern implementation of design patterns with C# and .NET,Dmitri Nesteruk,4.3590717,13797,97276,174,20.5 hours,Intermediate,True,2025-08-12,2017-04-20T19:48:20Z,https://img-c.udemycdn.com/course/240x135/1148688_4313_5.jpg,c-sharp
4682614,Ultimate C# Masterclass for 2026,https://www.udemy.com/course/ultimate-csharp-masterclass/,"In-depth .NET programming course from basics to advanced with OOP & LINQ. Focus on clean code, performance and practice.",Krystyna Ślusarczyk,4.734079,7354,40959,563,48 hours,All Levels,True,2026-03-01,2023-04-01T16:41:51Z,https://img-c.udemycdn.com/course/240x135/4682614_1ff0_2.jpg,c-sharp
1466764,Learn Game Development with C# Programming and MonoGame!,https://www.udemy.com/course/monogame/,Learn game development with C# by utilizing the popular MonoGame framework!,Kyle Schaub,4.7076426,1064,3931,60,6.5 hours,All Levels,True,2025-10-23,2017-12-22T08:40:55Z,https://img-c.udemycdn.com/course/240x135/1466764_5783_5.jpg,c-sharp
3237889,C# 13 - Ultimate Guide - Beginner to Advanced | Master class,https://www.udemy.com/course/c-sharp-oop-ultimate-guide-project-master-class/,Learn C# by doing | C# projects | Bootcamp for C# Interview | Advanced C# | .NET 9 | LINQ | Interview Questions,Web Academy by Harsha Vardhan,4.567006,5630,33705,479,86 hours,All Levels,True,2026-02-08,2020-07-07T22:24:59Z,https://img-c.udemycdn.com/course/240x135/3237889_1bcc_2.jpg,c-sharp
382002,C# Basics for Beginners: Learn C# Fundamentals by Coding,https://www.udemy.com/course/csharp-tutorial-for-beginners/,"Master C# fundamentals in 6 hours - The most popular course with 50,000+ students, packed with tips and exercises!",Mosh Hamedani,4.575231,78694,274145,87,5.5 hours,Beginner,True,2020-12-10,2015-09-28T18:03:00Z,https://img-c.udemycdn.com/course/240x135/382002_5d4a_3.jpg,c-sharp
676554,Mastering WCF 4.0 From Scratch Using C#,https://www.udemy.com/course/masterwcf/,Learn How to build WCF Services using C# Step By Step,Kameswara Sarma Uppuluri | 25+ Years Of Experienced Corporate Trainer,4.631235,608,3058,53,7 hours,All Levels,True,2020-07-24,2015-11-23T21:05:09Z,https://img-c.udemycdn.com/course/240x135/676554_d431_3.jpg,c-sharp
6545193,C# — 100 Coding Exercises,https://www.udemy.com/course/c-sharp-100-coding-exercises/,"Level up your C# skills with 100 bite-sized, in-browser coding problems. Learn by doing—no setup needed.",Krystyna Ślusarczyk,4.7907,94,1585,105,5 hours,All Levels,True,2026-03-01,2025-09-15T15:40:41Z,https://img-c.udemycdn.com/course/240x135/6545193_b641_2.jpg,c-sharp
1087854,Advanced Topics in C#,https://www.udemy.com/course/advanced-topics-csharp/,A discussion of the more complicated aspects of the C# language,Dmitri Nesteruk,4.2561154,1080,7834,46,5.5 hours,Expert,True,2025-11-24,2020-09-03T09:16:19Z,https://img-c.udemycdn.com/course/240x135/1087854_935e_2.jpg,c-sharp
4039556,Decoding DevOps – From Basics to Advanced Projects with AI,https://www.udemy.com/course/decodingdevops/,"Master DevOps with AI, AWS, GCP, Linux, Jenkins, Gitlab, GithubActions, Docker, Kubernetes, Terraform, Ansible & GitOps",Imran Teli,4.582413,45646,263495,373,64 hours,All Levels,True,2026-02-26,2021-07-09T19:15:39Z,https://img-c.udemycdn.com/course/240x135/4039556_ebb3_9.jpg,devops
7008013,"Full Stack AI DevOps + Real Projects | AWS, Azure, GCP, K8S",https://www.udemy.com/course/full-stack-devops-for-software-developers-aws-azure-gcp/,"Master CI/CD, Docker, Kubernetes, Cloud DevOps, AWS, Azure DevOps, Google GCP with Real projects -SpringBoot Node Python",Faisal Memon (EmbarkX),4.6548376,40,581,229,40 hours,All Levels,True,2026-03-05,2026-01-11T19:36:27Z,https://img-c.udemycdn.com/course/240x135/7008013_47bf.jpg,devops
6453343,Ultimate DevOps Real-World  Project Implementation AWS Cloud,https://www.udemy.com/course/aws-eks-kubernetes-karpenter-devops-production/,"ALL-IN-ONE: DevOps Implementation - Docker, Kubernetes (AWS EKS), Terraform, CICD (GitHub Actions, ArgoCD), Helm, OTEL","Kalyan Reddy Daida | DevOps & SRE Architect on AWS, Azure & Google Cloud Platforms",4.731734,244,3634,235,38.5 hours,All Levels,True,2026-01-04,2026-01-03T20:14:44Z,https://img-c.udemycdn.com/course/240x135/6453343_83cf_2.jpg,devops
4347106,The Ultimate DevOps Bootcamp,https://www.udemy.com/course/the-complete-devops-bootcamp/,The ultimate DevOps Bootcamp course for all your DevOps learning,Mumshad Mannambeth,4.6082253,8848,67599,281,17.5 hours,Beginner,True,2026-02-17,2023-01-24T03:42:53Z,https://img-c.udemycdn.com/course/240x135/4347106_9cfa.jpg,devops
2813427,"Learn DevOps: Docker, Kubernetes, Terraform and Azure DevOps",https://www.udemy.com/course/devops-with-docker-kubernetes-and-azure-devops/,"DevOps for Absolute Beginners: Azure DevOps, Docker, Kubernetes, Jenkins, Terraform, Ansible - AWS, Azure & Google Cloud",in28Minutes Official,4.471923,17438,162129,236,21.5 hours,All Levels,True,2025-04-10,2020-02-18T20:16:33Z,https://img-c.udemycdn.com/course/240x135/2813427_cc60_2.jpg,devops
6302027,Master the Art of Managing Projects with Azure DevOps,https://www.udemy.com/course/masterazuredevops/,"Azure DevOps Mastery for Beginners 2026 - Azure Boards, CI/CD Workflows, Azure Test Plans and AI",Mark Lee,4.5848846,207,1056,122,11 hours,All Levels,True,2025-11-09,2024-12-20T07:24:47Z,https://img-c.udemycdn.com/course/240x135/6302027_0257_12.jpg,devops
3710504,DevOps Projects | Real Time DevOps & GitOps Projects,https://www.udemy.com/course/devopsprojects/,Master Your DevOps Skills with Real challenge,Imran Teli,4.546088,3925,50429,238,37.5 hours,Intermediate,True,2025-12-02,2020-12-31T21:43:40Z,https://img-c.udemycdn.com/course/240x135/3710504_9b6d_9.jpg,devops
6416543,Ultimate DevOps Project Implementation,https://www.udemy.com/course/ultimate-devops-project-with-resume-preparation/,End to End DevOps Implementation on an E-Commerce project with Resume preparation and Interview Q&A,Abhishek Veeramalla,4.696073,5485,33823,76,12 hours,Beginner,True,2025-03-17,2025-02-05T20:08:26Z,https://img-c.udemycdn.com/course/240x135/6416543_f441_4.jpg,devops
6645733,Ultimate DevOps and Cloud Interview Guide,https://www.udemy.com/course/ultimate-devops-and-cloud-interview-guide/,Ultimate DevOps and Cloud Interview Guide that covers topic by topic scenario based Interview questions with notes.,Abhishek Veeramalla,4.7239404,2540,19652,182,15.5 hours,Beginner,True,2025-10-01,2025-06-20T01:45:57Z,https://img-c.udemycdn.com/course/240x135/6645733_f8f7.jpg,devops
6704661,The Ultimate Cloud and DevOps Interview Guide,https://www.udemy.com/course/aws-azure-google-cloud-devops-interview/,"Everything You Need to Crack Cloud and DevOps Roles - AWS, Azure, Google Cloud, DevOps, Docker, Kubernetes and Terraform",in28Minutes Official,4.763122,253,3015,320,24.5 hours,All Levels,True,2026-02-13,2025-07-28T19:22:13Z,https://img-c.udemycdn.com/course/240x135/6704661_6d21_2.jpg,devops
